,Overall,Potential,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,Name,Age,Nationality,PreferredPositions
84,85,86,74.0,68.0,79.0,79.0,89.0,84.0,80.0,86.0,86.0,61.0,91.0,7.0,7.0,13.0,7.0,8.0,60.0,74.0,61.0,85.0,82.0,62.0,79.0,70.0,84.0,89.0,78.0,66.0,74.0,78.0,70.0,65.0,88.0,72.0,M. Pjanić,27,Bosnia Herzegovina,CDM CM
85,85,85,78.0,78.0,81.0,79.0,85.0,84.0,76.0,78.0,84.0,61.0,78.0,4.0,3.0,4.0,2.0,4.0,68.0,80.0,68.0,85.0,82.0,72.0,78.0,80.0,86.0,87.0,82.0,80.0,78.0,81.0,78.0,70.0,84.0,76.0,C. Marchisio,31,Italy,CDM CM
86,85,85,68.0,83.0,62.0,55.0,74.0,81.0,68.0,58.0,69.0,56.0,73.0,6.0,10.0,9.0,12.0,7.0,81.0,86.0,83.0,74.0,68.0,84.0,68.0,60.0,82.0,79.0,86.0,86.0,66.0,79.0,86.0,81.0,68.0,52.0,J. Vertonghen,30,Belgium,CB
87,85,85,79.0,85.0,76.0,79.0,77.0,82.0,75.0,65.0,73.0,65.0,52.0,8.0,11.0,5.0,10.0,14.0,73.0,85.0,84.0,79.0,66.0,83.0,56.0,68.0,84.0,84.0,74.0,81.0,78.0,94.0,84.0,78.0,75.0,72.0,B. Matuidi,30,France,CM CDM
88,85,85,45.0,31.0,51.0,55.0,15.0,57.0,11.0,17.0,12.0,11.0,12.0,82.0,84.0,77.0,85.0,87.0,12.0,25.0,72.0,34.0,11.0,11.0,25.0,12.0,78.0,33.0,21.0,11.0,50.0,37.0,12.0,76.0,49.0,13.0,S. Ruffier,30,France,GK
89,85,85,75.0,81.0,74.0,60.0,81.0,88.0,84.0,74.0,77.0,59.0,75.0,11.0,15.0,9.0,9.0,5.0,68.0,82.0,63.0,77.0,60.0,85.0,65.0,71.0,83.0,78.0,71.0,86.0,82.0,91.0,83.0,74.0,70.0,56.0,Filipe Luís,31,Brazil,LB
90,85,85,61.0,87.0,60.0,42.0,68.0,81.0,61.0,61.0,63.0,45.0,52.0,10.0,9.0,5.0,8.0,6.0,84.0,80.0,71.0,66.0,55.0,84.0,63.0,41.0,84.0,72.0,75.0,84.0,64.0,74.0,85.0,88.0,59.0,46.0,V. Kompany,31,Belgium,CB
91,85,85,64.0,70.0,51.0,64.0,65.0,82.0,40.0,50.0,64.0,21.0,31.0,4.0,2.0,4.0,2.0,4.0,72.0,92.0,85.0,65.0,39.0,90.0,60.0,28.0,80.0,65.0,54.0,88.0,76.0,46.0,90.0,87.0,62.0,35.0,A. Barzagli,36,Italy,CB
92,84,89,75.0,87.0,63.0,63.0,68.0,74.0,51.0,46.0,63.0,33.0,43.0,14.0,14.0,10.0,9.0,8.0,81.0,85.0,84.0,56.0,48.0,82.0,46.0,47.0,78.0,72.0,55.0,85.0,80.0,78.0,85.0,85.0,54.0,42.0,E. Bailly,23,Ivory Coast,CB
93,84,92,79.0,45.0,78.0,76.0,86.0,82.0,79.0,83.0,83.0,82.0,76.0,13.0,9.0,6.0,12.0,10.0,50.0,45.0,57.0,81.0,87.0,29.0,62.0,72.0,78.0,86.0,84.0,39.0,77.0,73.0,42.0,61.0,83.0,75.0,Marco Asensio,21,Spain,LW LM RM CAM
94,84,91,85.0,58.0,88.0,86.0,89.0,84.0,79.0,79.0,91.0,76.0,63.0,9.0,10.0,14.0,12.0,9.0,51.0,49.0,53.0,78.0,64.0,46.0,64.0,77.0,84.0,84.0,72.0,35.0,78.0,80.0,44.0,54.0,85.0,66.0,Bernardo Silva,22,Portugal,RM
95,84,89,68.0,72.0,49.0,55.0,71.0,74.0,58.0,62.0,55.0,45.0,77.0,10.0,11.0,5.0,14.0,5.0,85.0,85.0,77.0,78.0,47.0,86.0,35.0,54.0,82.0,73.0,70.0,85.0,70.0,71.0,88.0,84.0,52.0,40.0,A. Laporte,23,France,CB
96,84,90,77.0,84.0,74.0,62.0,85.0,86.0,68.0,71.0,83.0,84.0,53.0,7.0,6.0,9.0,11.0,8.0,75.0,67.0,69.0,76.0,79.0,60.0,68.0,86.0,85.0,83.0,77.0,57.0,76.0,89.0,63.0,71.0,83.0,76.0,D. Alli,21,England,LM CF CAM
97,84,87,94.0,73.0,89.0,85.0,84.0,78.0,72.0,74.0,86.0,83.0,64.0,10.0,10.0,15.0,7.0,14.0,53.0,31.0,75.0,71.0,69.0,33.0,71.0,84.0,80.0,77.0,77.0,38.0,92.0,82.0,35.0,72.0,78.0,68.0,S. Mané,25,Senegal,LW RW
98,84,87,76.0,81.0,82.0,79.0,83.0,74.0,83.0,72.0,76.0,41.0,47.0,13.0,13.0,15.0,9.0,15.0,65.0,82.0,76.0,71.0,36.0,85.0,45.0,61.0,81.0,81.0,64.0,86.0,86.0,84.0,85.0,75.0,57.0,34.0,Carvajal,25,Spain,RB
99,84,87,76.0,48.0,81.0,75.0,87.0,81.0,83.0,78.0,88.0,78.0,75.0,11.0,13.0,5.0,13.0,8.0,65.0,36.0,76.0,77.0,81.0,25.0,63.0,79.0,83.0,84.0,86.0,26.0,79.0,68.0,35.0,67.0,84.0,84.0,J. Draxler,23,Germany,LM CAM LW
100,84,89,75.0,55.0,74.0,76.0,77.0,82.0,46.0,58.0,74.0,89.0,45.0,13.0,9.0,5.0,7.0,9.0,84.0,22.0,92.0,54.0,70.0,17.0,78.0,89.0,83.0,73.0,81.0,21.0,80.0,70.0,21.0,74.0,64.0,81.0,M. Icardi,24,Argentina,ST
101,84,88,78.0,54.0,62.0,56.0,84.0,79.0,73.0,76.0,83.0,82.0,44.0,4.0,5.0,4.0,4.0,5.0,79.0,24.0,79.0,51.0,78.0,14.0,72.0,83.0,81.0,78.0,80.0,20.0,86.0,70.0,14.0,82.0,76.0,81.0,Morata,24,Spain,ST
102,84,87,69.0,87.0,50.0,40.0,59.0,78.0,30.0,28.0,54.0,19.0,28.0,7.0,11.0,7.0,13.0,5.0,79.0,86.0,77.0,48.0,15.0,85.0,33.0,24.0,80.0,59.0,55.0,85.0,76.0,73.0,87.0,93.0,34.0,14.0,K. Koulibaly,26,Senegal,CB
103,84,90,45.0,41.0,50.0,31.0,22.0,20.0,19.0,12.0,20.0,13.0,15.0,83.0,81.0,83.0,82.0,86.0,14.0,22.0,64.0,32.0,17.0,11.0,21.0,15.0,81.0,35.0,22.0,12.0,51.0,31.0,13.0,67.0,55.0,14.0,T. Horn,24,Germany,GK
104,84,88,72.0,71.0,77.0,78.0,86.0,75.0,84.0,85.0,80.0,71.0,76.0,14.0,12.0,5.0,10.0,13.0,61.0,64.0,61.0,85.0,81.0,63.0,59.0,80.0,84.0,86.0,84.0,51.0,69.0,81.0,66.0,75.0,89.0,56.0,Koke,25,Spain,LM RM CM
105,84,86,78.0,86.0,68.0,60.0,65.0,75.0,27.0,30.0,54.0,10.0,10.0,8.0,6.0,8.0,15.0,12.0,80.0,85.0,86.0,61.0,12.0,88.0,26.0,25.0,81.0,60.0,43.0,87.0,81.0,78.0,86.0,84.0,22.0,16.0,K. Manolas,26,Greece,CB
106,84,86,64.0,79.0,66.0,69.0,70.0,74.0,50.0,55.0,53.0,58.0,47.0,11.0,9.0,15.0,10.0,6.0,81.0,85.0,84.0,69.0,52.0,82.0,54.0,50.0,82.0,77.0,66.0,85.0,69.0,74.0,83.0,81.0,55.0,51.0,S. Mustafi,25,Germany,CB
107,84,84,76.0,86.0,84.0,82.0,86.0,84.0,74.0,80.0,81.0,71.0,65.0,9.0,12.0,15.0,9.0,8.0,60.0,86.0,63.0,80.0,72.0,80.0,79.0,78.0,85.0,86.0,72.0,76.0,70.0,87.0,78.0,70.0,84.0,69.0,Ander Herrera,27,Spain,CDM CM
108,84,85,65.0,86.0,65.0,68.0,85.0,85.0,74.0,75.0,76.0,68.0,74.0,7.0,12.0,11.0,6.0,7.0,68.0,84.0,53.0,83.0,78.0,72.0,77.0,78.0,84.0,86.0,85.0,75.0,68.0,82.0,83.0,83.0,84.0,63.0,K. Strootman,27,Netherlands,CDM CM
109,84,84,84.0,56.0,84.0,82.0,87.0,78.0,78.0,81.0,84.0,81.0,57.0,5.0,11.0,12.0,15.0,9.0,55.0,49.0,67.0,70.0,78.0,30.0,66.0,84.0,84.0,83.0,71.0,31.0,80.0,78.0,32.0,56.0,77.0,70.0,Pedro,29,Spain,LW RW
110,84,86,44.0,35.0,51.0,52.0,23.0,58.0,15.0,13.0,16.0,8.0,12.0,84.0,82.0,73.0,80.0,85.0,17.0,18.0,74.0,24.0,14.0,14.0,20.0,10.0,80.0,37.0,22.0,16.0,52.0,36.0,13.0,74.0,50.0,13.0,R. Bürki,26,Switzerland,GK
111,84,84,42.0,79.0,53.0,59.0,83.0,86.0,60.0,72.0,75.0,66.0,77.0,13.0,10.0,9.0,11.0,8.0,61.0,85.0,66.0,86.0,81.0,70.0,75.0,69.0,84.0,87.0,84.0,85.0,41.0,76.0,84.0,77.0,83.0,48.0,Bruno,33,Spain,CDM CM
112,84,84,81.0,59.0,78.0,67.0,83.0,80.0,84.0,73.0,83.0,79.0,76.0,6.0,7.0,10.0,9.0,6.0,78.0,42.0,82.0,72.0,80.0,26.0,76.0,84.0,80.0,78.0,83.0,45.0,87.0,86.0,45.0,75.0,78.0,80.0,I. Perišić,28,Croatia,CAM LM
113,84,84,67.0,51.0,57.0,36.0,80.0,79.0,63.0,65.0,76.0,87.0,54.0,9.0,11.0,13.0,15.0,15.0,84.0,50.0,66.0,72.0,73.0,11.0,67.0,89.0,83.0,77.0,86.0,16.0,61.0,70.0,28.0,82.0,70.0,77.0,E. Džeko,31,Bosnia Herzegovina,ST
114,84,84,91.0,44.0,89.0,81.0,86.0,79.0,77.0,82.0,87.0,77.0,85.0,14.0,12.0,13.0,7.0,13.0,29.0,55.0,46.0,77.0,81.0,43.0,70.0,80.0,83.0,82.0,71.0,51.0,86.0,87.0,58.0,62.0,83.0,59.0,Willian,28,Brazil,CAM RM RW
115,84,84,60.0,82.0,59.0,52.0,81.0,84.0,72.0,68.0,78.0,69.0,68.0,11.0,9.0,5.0,15.0,8.0,76.0,86.0,68.0,81.0,78.0,76.0,69.0,80.0,86.0,85.0,82.0,78.0,68.0,78.0,82.0,89.0,82.0,76.0,S. Khedira,30,Germany,CDM CM
116,84,85,38.0,36.0,39.0,36.0,24.0,61.0,14.0,18.0,15.0,11.0,11.0,83.0,86.0,52.0,85.0,87.0,15.0,23.0,72.0,26.0,9.0,12.0,21.0,11.0,84.0,25.0,24.0,10.0,47.0,32.0,12.0,79.0,42.0,11.0,R. Fährmann,28,Germany,GK
117,84,85,59.0,20.0,62.0,58.0,14.0,39.0,24.0,23.0,15.0,14.0,22.0,86.0,83.0,76.0,82.0,85.0,13.0,22.0,73.0,39.0,23.0,12.0,15.0,12.0,79.0,39.0,24.0,14.0,54.0,43.0,15.0,73.0,46.0,22.0,Sergio Asenjo,28,Spain,GK
118,84,84,71.0,52.0,85.0,89.0,87.0,85.0,84.0,84.0,82.0,79.0,84.0,9.0,10.0,14.0,5.0,8.0,59.0,39.0,72.0,77.0,70.0,25.0,81.0,83.0,84.0,86.0,75.0,21.0,63.0,75.0,28.0,43.0,87.0,71.0,Juan Mata,29,Spain,RM CAM
119,84,84,72.0,82.0,59.0,51.0,65.0,78.0,45.0,34.0,64.0,45.0,27.0,7.0,4.0,8.0,7.0,11.0,80.0,84.0,82.0,65.0,24.0,86.0,41.0,38.0,78.0,65.0,59.0,84.0,76.0,68.0,86.0,89.0,47.0,31.0,M. Benatia,30,Morocco,CB
120,84,84,79.0,57.0,79.0,81.0,90.0,86.0,86.0,90.0,89.0,76.0,91.0,11.0,15.0,9.0,14.0,12.0,59.0,37.0,48.0,84.0,83.0,29.0,76.0,79.0,76.0,86.0,78.0,39.0,72.0,73.0,36.0,76.0,87.0,79.0,D. Payet,30,France,CAM LW
121,84,84,73.0,75.0,85.0,75.0,82.0,87.0,55.0,83.0,74.0,87.0,71.0,10.0,13.0,6.0,9.0,5.0,90.0,41.0,92.0,58.0,80.0,16.0,84.0,85.0,82.0,78.0,79.0,19.0,66.0,68.0,42.0,75.0,68.0,84.0,Falcao,31,Colombia,ST
122,84,84,74.0,88.0,68.0,62.0,67.0,75.0,52.0,22.0,62.0,32.0,49.0,13.0,11.0,9.0,11.0,7.0,81.0,86.0,82.0,69.0,47.0,83.0,51.0,39.0,82.0,76.0,54.0,84.0,76.0,75.0,87.0,76.0,56.0,35.0,L. Koscielny,31,France,CB
123,84,84,62.0,84.0,62.0,51.0,63.0,75.0,28.0,48.0,58.0,56.0,27.0,5.0,12.0,9.0,5.0,12.0,86.0,83.0,82.0,61.0,66.0,84.0,53.0,45.0,85.0,65.0,63.0,84.0,63.0,69.0,85.0,80.0,56.0,47.0,G. Cahill,31,England,CB
124,84,84,79.0,78.0,85.0,87.0,86.0,82.0,86.0,80.0,84.0,55.0,74.0,5.0,11.0,9.0,6.0,7.0,72.0,81.0,80.0,77.0,78.0,73.0,70.0,74.0,79.0,83.0,86.0,83.0,84.0,76.0,79.0,55.0,78.0,68.0,Dani Alves,34,Brazil,RB
125,84,84,94.0,56.0,92.0,94.0,87.0,84.0,82.0,78.0,89.0,78.0,71.0,8.0,11.0,12.0,9.0,6.0,36.0,40.0,70.0,72.0,78.0,24.0,71.0,81.0,83.0,82.0,76.0,34.0,86.0,78.0,30.0,48.0,85.0,72.0,A. Gómez,29,Argentina,ST LW CF
126,84,84,69.0,82.0,53.0,57.0,80.0,87.0,54.0,61.0,79.0,85.0,54.0,14.0,10.0,9.0,15.0,9.0,94.0,23.0,94.0,52.0,80.0,46.0,75.0,86.0,85.0,71.0,83.0,49.0,70.0,64.0,44.0,83.0,73.0,84.0,Aduriz,36,Spain,ST
127,83,94,89.0,62.0,78.0,76.0,87.0,80.0,70.0,75.0,86.0,87.0,58.0,13.0,5.0,7.0,11.0,6.0,76.0,49.0,71.0,68.0,68.0,41.0,70.0,79.0,79.0,78.0,79.0,40.0,90.0,83.0,44.0,74.0,77.0,74.0,K. Mbappé,18,France,ST
128,83,92,93.0,54.0,90.0,85.0,85.0,73.0,77.0,78.0,92.0,77.0,65.0,6.0,6.0,14.0,10.0,13.0,43.0,36.0,59.0,68.0,65.0,29.0,75.0,78.0,82.0,74.0,82.0,33.0,89.0,74.0,30.0,47.0,84.0,76.0,O. Dembélé,20,France,CAM LW RW
129,83,88,82.0,77.0,90.0,90.0,88.0,79.0,62.0,63.0,90.0,74.0,47.0,7.0,14.0,15.0,14.0,9.0,42.0,79.0,56.0,78.0,66.0,55.0,58.0,74.0,84.0,88.0,76.0,61.0,66.0,88.0,63.0,59.0,81.0,59.0,N. Keïta,22,Guinea,CAM CDM CM
130,83,87,68.0,89.0,57.0,50.0,56.0,73.0,47.0,36.0,47.0,37.0,44.0,9.0,11.0,7.0,10.0,15.0,79.0,85.0,90.0,58.0,48.0,85.0,38.0,24.0,76.0,68.0,72.0,87.0,72.0,68.0,86.0,84.0,27.0,30.0,J. Giménez,22,Uruguay,CB
131,83,89,54.0,26.0,58.0,50.0,15.0,30.0,12.0,19.0,15.0,15.0,20.0,85.0,79.0,75.0,82.0,86.0,12.0,21.0,68.0,23.0,17.0,16.0,24.0,12.0,77.0,32.0,24.0,17.0,48.0,42.0,13.0,73.0,58.0,16.0,G. Rulli,25,Argentina,GK
132,83,91,86.0,63.0,85.0,84.0,86.0,79.0,82.0,81.0,88.0,78.0,81.0,11.0,15.0,13.0,7.0,14.0,54.0,66.0,72.0,71.0,76.0,63.0,68.0,76.0,76.0,82.0,82.0,63.0,84.0,79.0,59.0,69.0,82.0,75.0,T. Lemar,21,France,LM
133,83,88,71.0,61.0,81.0,70.0,85.0,85.0,77.0,74.0,84.0,66.0,67.0,6.0,15.0,8.0,8.0,8.0,55.0,78.0,63.0,78.0,73.0,67.0,66.0,80.0,82.0,83.0,77.0,61.0,75.0,84.0,75.0,69.0,82.0,69.0,João Mário,24,Portugal,CAM CM
134,83,89,51.0,81.0,33.0,32.0,63.0,72.0,30.0,28.0,42.0,20.0,30.0,15.0,7.0,14.0,7.0,15.0,85.0,82.0,38.0,61.0,62.0,81.0,32.0,26.0,80.0,76.0,77.0,82.0,76.0,65.0,86.0,94.0,30.0,29.0,N. Süle,21,Germany,CB
135,83,89,64.0,35.0,60.0,40.0,30.0,58.0,20.0,12.0,21.0,14.0,20.0,81.0,76.0,82.0,78.0,87.0,14.0,25.0,58.0,30.0,18.0,9.0,17.0,16.0,86.0,15.0,42.0,8.0,63.0,38.0,15.0,68.0,60.0,18.0,Ederson,23,Brazil,GK
136,83,88,73.0,83.0,71.0,69.0,80.0,80.0,79.0,71.0,75.0,66.0,45.0,13.0,12.0,6.0,8.0,8.0,75.0,83.0,77.0,74.0,53.0,79.0,91.0,68.0,79.0,82.0,75.0,85.0,75.0,89.0,88.0,80.0,72.0,30.0,Fabinho,23,Brazil,CDM
137,83,86,93.0,63.0,86.0,84.0,87.0,75.0,73.0,70.0,87.0,79.0,60.0,14.0,14.0,9.0,11.0,14.0,59.0,55.0,70.0,65.0,62.0,37.0,61.0,83.0,82.0,79.0,71.0,41.0,93.0,77.0,43.0,61.0,78.0,71.0,M. Salah,25,Egypt,RW
138,83,90,80.0,83.0,79.0,75.0,78.0,78.0,42.0,64.0,78.0,88.0,56.0,13.0,7.0,12.0,14.0,7.0,84.0,31.0,83.0,42.0,67.0,15.0,77.0,85.0,78.0,68.0,81.0,32.0,83.0,84.0,23.0,85.0,61.0,80.0,A. Belotti,23,Italy,ST
139,83,85,78.0,62.0,85.0,83.0,85.0,79.0,86.0,81.0,82.0,72.0,77.0,13.0,7.0,9.0,15.0,11.0,45.0,43.0,53.0,70.0,80.0,23.0,64.0,77.0,80.0,86.0,75.0,17.0,72.0,76.0,26.0,63.0,86.0,67.0,E. Forsberg,25,Sweden,LM CAM
140,83,89,69.0,80.0,66.0,68.0,76.0,79.0,72.0,49.0,65.0,33.0,32.0,6.0,6.0,12.0,10.0,13.0,80.0,84.0,85.0,78.0,35.0,85.0,31.0,46.0,81.0,80.0,53.0,86.0,72.0,75.0,85.0,74.0,51.0,31.0,Marquinhos,23,Brazil,CB
141,83,86,52.0,75.0,45.0,50.0,78.0,89.0,66.0,77.0,79.0,56.0,50.0,6.0,6.0,5.0,14.0,14.0,73.0,84.0,68.0,86.0,58.0,77.0,60.0,62.0,74.0,84.0,59.0,71.0,53.0,84.0,85.0,88.0,78.0,50.0,William Carvalho,25,Portugal,CM CDM
142,83,88,72.0,80.0,68.0,66.0,75.0,74.0,69.0,72.0,69.0,51.0,63.0,15.0,10.0,14.0,12.0,15.0,72.0,86.0,87.0,73.0,74.0,80.0,61.0,58.0,77.0,79.0,83.0,83.0,75.0,79.0,85.0,78.0,58.0,70.0,S. Umtiti,23,France,CB
143,83,84,85.0,40.0,92.0,85.0,88.0,82.0,81.0,79.0,88.0,74.0,75.0,15.0,9.0,13.0,11.0,6.0,45.0,38.0,62.0,74.0,72.0,25.0,72.0,79.0,75.0,78.0,76.0,19.0,80.0,75.0,23.0,51.0,79.0,71.0,R. Mahrez,26,Algeria,RM
144,83,86,69.0,78.0,57.0,51.0,73.0,82.0,53.0,60.0,70.0,52.0,70.0,13.0,10.0,13.0,11.0,11.0,80.0,83.0,79.0,76.0,64.0,83.0,62.0,41.0,79.0,76.0,81.0,83.0,76.0,76.0,85.0,92.0,59.0,45.0,V. van Dijk,25,Netherlands,CB
145,83,87,77.0,66.0,82.0,81.0,85.0,78.0,72.0,80.0,87.0,83.0,67.0,8.0,11.0,9.0,6.0,10.0,72.0,37.0,81.0,75.0,80.0,30.0,72.0,84.0,82.0,83.0,79.0,42.0,77.0,86.0,59.0,76.0,83.0,79.0,Roberto Firmino,25,Brazil,CAM CF ST
146,83,86,67.0,88.0,58.0,60.0,77.0,84.0,50.0,48.0,76.0,56.0,53.0,9.0,7.0,13.0,14.0,15.0,76.0,85.0,67.0,79.0,64.0,80.0,52.0,69.0,76.0,82.0,77.0,78.0,68.0,87.0,85.0,89.0,69.0,55.0,Danilo Pereira,25,Portugal,CM CB CDM
147,83,83,81.0,61.0,75.0,63.0,85.0,70.0,80.0,76.0,86.0,79.0,62.0,11.0,16.0,8.0,14.0,16.0,65.0,25.0,70.0,82.0,73.0,25.0,74.0,80.0,80.0,81.0,77.0,23.0,79.0,81.0,21.0,81.0,78.0,75.0,Vitolo,27,Spain,RM LM
148,83,86,60.0,35.0,65.0,62.0,21.0,55.0,19.0,15.0,15.0,18.0,14.0,86.0,81.0,71.0,79.0,85.0,16.0,25.0,85.0,31.0,18.0,13.0,16.0,9.0,85.0,32.0,20.0,13.0,64.0,33.0,15.0,65.0,38.0,13.0,A. Lopes,26,Portugal,GK
149,83,88,68.0,74.0,61.0,60.0,71.0,82.0,49.0,45.0,61.0,25.0,16.0,8.0,10.0,7.0,14.0,13.0,78.0,85.0,71.0,71.0,60.0,87.0,41.0,32.0,78.0,71.0,65.0,82.0,68.0,69.0,86.0,80.0,50.0,27.0,S. de Vrij,25,Netherlands,CB
150,83,88,57.0,25.0,70.0,30.0,23.0,58.0,11.0,15.0,19.0,11.0,13.0,80.0,85.0,71.0,78.0,90.0,12.0,19.0,75.0,31.0,17.0,14.0,21.0,12.0,79.0,33.0,23.0,19.0,56.0,30.0,12.0,52.0,44.0,19.0,M. Perin,24,Italy,GK
151,83,85,60.0,81.0,58.0,49.0,71.0,75.0,54.0,63.0,65.0,36.0,22.0,11.0,15.0,10.0,7.0,10.0,85.0,85.0,67.0,74.0,48.0,83.0,42.0,51.0,81.0,77.0,66.0,79.0,73.0,73.0,85.0,81.0,72.0,50.0,J. Matip,25,Cameroon,CB
152,83,84,78.0,84.0,75.0,82.0,79.0,80.0,60.0,33.0,75.0,50.0,43.0,8.0,6.0,8.0,12.0,13.0,69.0,87.0,85.0,74.0,67.0,80.0,54.0,67.0,79.0,82.0,80.0,85.0,75.0,88.0,87.0,76.0,72.0,32.0,I. Gueye,27,Senegal,CM CDM
153,83,83,84.0,63.0,88.0,77.0,84.0,73.0,67.0,83.0,85.0,86.0,76.0,12.0,16.0,9.0,12.0,13.0,78.0,36.0,68.0,64.0,80.0,20.0,80.0,85.0,86.0,80.0,79.0,18.0,79.0,70.0,21.0,59.0,68.0,86.0,Iago Aspas,29,Spain,RW ST
154,83,83,62.0,90.0,69.0,62.0,64.0,84.0,52.0,50.0,41.0,53.0,39.0,12.0,5.0,8.0,11.0,12.0,83.0,85.0,86.0,66.0,56.0,81.0,44.0,49.0,78.0,71.0,69.0,84.0,64.0,76.0,83.0,80.0,45.0,56.0,N. Otamendi,29,Argentina,CB
155,83,83,62.0,83.0,56.0,53.0,78.0,84.0,68.0,68.0,72.0,64.0,67.0,7.0,15.0,12.0,14.0,9.0,77.0,85.0,71.0,78.0,75.0,75.0,69.0,68.0,82.0,83.0,78.0,75.0,66.0,89.0,83.0,89.0,75.0,74.0,N. Matić,28,Serbia,CM CDM
156,83,83,69.0,65.0,79.0,58.0,87.0,79.0,77.0,83.0,88.0,73.0,69.0,14.0,9.0,6.0,10.0,12.0,63.0,69.0,49.0,83.0,76.0,49.0,75.0,78.0,83.0,87.0,78.0,51.0,72.0,67.0,59.0,64.0,86.0,78.0,J. Pastore,28,Argentina,RW LW CM
157,83,83,55.0,,69.0,72.0,83.0,74.0,84.0,87.0,,75.0,90.0,5.0,9.0,12.0,14.0,8.0,63.0,68.0,55.0,87.0,80.0,59.0,83.0,79.0,79.0,90.0,80.0,51.0,50.0,76.0,61.0,72.0,85.0,72.0,Parejo,28,Spain,CDM CAM CM
158,83,83,76.0,30.0,92.0,88.0,85.0,81.0,60.0,74.0,87.0,76.0,63.0,11.0,9.0,8.0,9.0,13.0,42.0,56.0,66.0,73.0,55.0,30.0,78.0,80.0,81.0,84.0,56.0,27.0,65.0,80.0,24.0,39.0,82.0,75.0,S. Kagawa,28,Japan,CF CAM
159,83,83,78.0,68.0,81.0,77.0,85.0,82.0,82.0,78.0,83.0,70.0,78.0,10.0,14.0,7.0,15.0,14.0,60.0,72.0,69.0,80.0,86.0,60.0,68.0,78.0,82.0,84.0,84.0,68.0,78.0,87.0,72.0,69.0,82.0,78.0,G. Bonaventura,27,Italy,LW CM
160,83,83,54.0,72.0,38.0,35.0,73.0,78.0,38.0,62.0,64.0,87.0,32.0,6.0,12.0,15.0,11.0,8.0,93.0,39.0,55.0,37.0,74.0,29.0,81.0,88.0,85.0,74.0,83.0,26.0,64.0,84.0,48.0,89.0,68.0,85.0,B. Dost,28,Netherlands,ST
161,83,84,86.0,78.0,70.0,72.0,76.0,75.0,78.0,76.0,77.0,51.0,71.0,12.0,6.0,16.0,15.0,8.0,73.0,78.0,83.0,67.0,68.0,79.0,63.0,66.0,81.0,75.0,86.0,83.0,93.0,90.0,84.0,77.0,69.0,57.0,K. Walker,27,England,RWB RB
162,83,86,75.0,31.0,86.0,80.0,84.0,83.0,70.0,77.0,81.0,75.0,77.0,12.0,10.0,15.0,12.0,12.0,54.0,34.0,66.0,78.0,77.0,37.0,68.0,81.0,81.0,83.0,76.0,47.0,74.0,76.0,50.0,36.0,83.0,63.0,Oscar,25,Brazil,CAM
163,83,83,52.0,87.0,43.0,31.0,82.0,85.0,59.0,73.0,72.0,64.0,42.0,7.0,16.0,16.0,16.0,13.0,79.0,85.0,75.0,78.0,66.0,75.0,57.0,70.0,82.0,82.0,79.0,78.0,61.0,86.0,83.0,91.0,77.0,55.0,S. N'Zonzi,28,France,CM CDM
164,83,86,72.0,81.0,72.0,59.0,73.0,76.0,55.0,53.0,43.0,48.0,45.0,5.0,11.0,12.0,6.0,12.0,81.0,85.0,83.0,70.0,53.0,85.0,57.0,50.0,81.0,78.0,57.0,86.0,69.0,70.0,84.0,81.0,64.0,36.0,M. Musacchio,26,Argentina,CB
165,83,84,72.0,73.0,64.0,61.0,72.0,78.0,49.0,44.0,64.0,28.0,33.0,11.0,8.0,11.0,12.0,15.0,83.0,84.0,82.0,69.0,36.0,86.0,48.0,35.0,81.0,74.0,63.0,82.0,79.0,68.0,85.0,78.0,59.0,55.0,O. Toprak,27,Turkey,CB
166,83,83,90.0,54.0,85.0,81.0,84.0,79.0,77.0,65.0,82.0,76.0,65.0,8.0,5.0,14.0,11.0,11.0,65.0,40.0,73.0,51.0,80.0,24.0,62.0,88.0,80.0,75.0,78.0,32.0,90.0,92.0,32.0,55.0,78.0,84.0,José Callejón,30,Spain,RW
167,83,83,64.0,79.0,73.0,67.0,85.0,82.0,78.0,79.0,82.0,71.0,75.0,15.0,6.0,8.0,10.0,7.0,61.0,84.0,56.0,84.0,80.0,80.0,85.0,75.0,77.0,83.0,83.0,73.0,65.0,89.0,78.0,62.0,85.0,75.0,Adrien Silva,28,Portugal,CDM CM
168,83,83,88.0,75.0,92.0,93.0,87.0,88.0,73.0,86.0,86.0,83.0,89.0,6.0,3.0,6.0,3.0,3.0,34.0,26.0,34.0,75.0,81.0,23.0,77.0,84.0,82.0,79.0,79.0,28.0,81.0,77.0,29.0,42.0,82.0,75.0,S. Giovinco,30,Italy,ST CF
169,83,83,84.0,57.0,87.0,81.0,84.0,80.0,82.0,88.0,85.0,73.0,72.0,8.0,11.0,9.0,7.0,5.0,54.0,40.0,68.0,78.0,74.0,30.0,71.0,79.0,84.0,81.0,72.0,43.0,79.0,69.0,42.0,46.0,82.0,81.0,N. Gaitán,29,Argentina,LM
